Measured,Predicted
63.555284899520984,635.4869023661139
74.57324328600203,152.03788868556603
76.88911910410548,159.19702545776977
90.78437974815142,932.0540119402483
102.43394180363453,217.02529457395553
103.31116792681178,119.90881285969795
104.99544150976999,1106.7504569717373
133.44095696490172,213.49578497599146
141.99098624053886,496.80119978462426
176.33146210373684,256.731670699239
181.81704793122663,241.57652830037546
285.879446601117,681.4836234671064
294.45286924250513,1439.0987922258482
325.85756158454546,1503.600784821764
334.126877640452,362.3247387245808
335.7877592915156,464.5895349423256
399.8369550801358,571.3559816394254
403.74353531976226,1026.5000712864048
467.48862595675723,704.900666162833
484.54189921038574,530.6001738021378
491.2439070782327,768.0904538093278
525.467417546532,1016.9182845987604
532.5086184638462,467.8110567187523
606.6985479496266,765.1413987289861
613.38885841767,629.2981278221941
631.3895364578726,1133.4601493997347
656.4782007130352,1771.5117392546372
683.5318503370304,246.2605816022808
738.3994146148683,841.7212988918901
748.259435092298,744.0217338733072
782.401070931253,604.8804359102548
792.1792167793386,770.1565429450721
821.1861572400751,1128.128921386759
841.3740526052477,949.5214595541104
877.1297847976207,1236.8478162477377
877.3169274220598,639.9602678419855
917.084506415298,1282.0441443238817
982.7010132596904,1193.5305340121831
1014.7022185051776,833.1629932983309
1048.2707333725807,1459.9561554562472
1101.4891119653023,1762.035219024423
1129.3498104829346,932.6998292282827
1164.8365268553807,972.2697467618095
1171.281214869248,1172.8408990220316
1189.9836738079925,762.1588005626503
1269.5773144919185,1826.1826039644075
1272.7704164331994,1341.7980447367463
1326.9128064467443,739.7147142980542
1445.9933157718906,2258.8007152846353
1511.913926334052,1682.5126220302668
1601.9524058667632,3023.835610088635
1610.7831469282744,2241.909942848505
1631.4038073720621,1131.4559313843138
1718.3661460568223,2454.8566903300416
1737.1972649225568,552.4367020371837
1759.1513085000315,1359.977854124657
1760.7537074536456,1231.4598139021969
1786.2049595578828,1351.687548637086
1842.850366580114,1723.1307045648257
1854.2426087816175,2730.1612249381405
1869.7987510767268,1814.68964664893
1916.1513739767697,1506.4458939904302
1984.3410764932448,2012.6295050228791
2045.524667424104,2010.6722356402795
2057.829223646627,3286.3807499524746
2083.1284224581236,1515.8756300957914
2155.3182758095168,2987.1042498540487
2166.605250015925,1739.1915678986343
2190.454101732692,2988.2364885508778
2306.376597014399,2261.0082835091043
2410.626136874873,3680.7401385239855
2517.7763709248056,3570.7866175542918
2540.0813049515514,2018.9377539460356
2757.107022016241,2182.2561818899767
2788.839211441801,3595.1767047230833
2790.5585743564575,1858.7478168806626
2803.8807140289514,1845.029874364433
2971.87534452642,3668.4835805394687
2998.4728385737617,2598.0240025465832
3113.95087137705,4626.26696514645
4385.413962589204,4440.459174216981
4420.198898063109,4215.901299941946
4519.547669033592,4168.546347180138
38.057247497637945,174.19860276427926
45.227108341942085,169.19307440072907
107.06569487369757,259.6789291788082
107.6622092110008,407.89408650171254
114.43439287453202,1247.422633244965
128.7741145631403,774.0651067256188
142.77464176842477,415.2699392252025
167.45393431072353,234.49349305553687
168.6352655855262,597.171570327715
201.12771717322153,465.1654580841032
206.85892688874333,749.1114740755568
228.3100267242064,251.67887618303962
242.88367633489952,389.1752856125845
298.62846530205866,300.9667597095954
312.64068847329054,1185.2911911424392
356.27975980831343,381.6569206408999
375.30971583057794,1108.5327149017246
419.0072684291938,691.003209475537
453.090423004556,1128.5937179640823
477.87498210809326,438.5971866508728
523.1749336603232,597.9977650518379
534.4619093005876,596.423541327116
540.286689611401,418.64711482578923
553.3982947275608,991.5224974274125
590.1014317065079,683.689082844894
619.5411358120033,1415.1095378009493
634.7697795897363,922.1655359832323
679.3913436091754,379.41278767901053
709.8720245303925,872.9720803447891
745.2066876100978,2095.8275046046847
750.4934362810573,1076.2972064460332
772.0264121797206,525.7731990817094
782.5297308582428,563.1271780974618
784.588288256223,1034.504441818161
849.9474752466357,714.4418490205769
894.2766300803968,346.3116677418652
930.1727181657069,856.0944413405228
987.4497288569396,817.2889121859869
1070.9850391121904,711.7654524279217
1084.9387810198293,728.7289739628716
1161.795476772984,1251.5022957303302
1173.1877189744876,1166.5447185959088
1181.4804283961448,1487.5510473547156
1212.90851267008,2086.2756330254297
1255.5533939208829,1085.9781837202831
1264.3841364162504,1296.176560457063
1285.7065763247238,3187.4411679373243
1298.7597001772906,1309.8375208071636
1363.1597864151818,988.0598178495153
1384.7395461776346,1989.9929697461519
1513.5631120191679,945.0040210179361
1563.295979484931,3105.3455150401155
1597.1335101722607,1428.0825516500006
1646.9248589016167,1658.297936166548
1648.574044586733,3069.7449260751882
1655.6971201333913,1379.3328887966672
1689.1720644055029,386.6671202280663
1888.7000471720016,1275.1850525576735
1952.679064297225,1379.5172732065048
1969.065647417866,1205.1087762100628
2148.651358707224,4235.088982815239
2215.6129446512514,994.8893442897344
2229.543293193139,1763.039084217027
2284.6213905934546,2057.512089564636
2302.7390325946994,1945.4774095678515
2558.105374923649,1334.8441809520014
2592.293797494106,3615.6789103804413
2614.481767559809,4533.943477181945
2623.4411699821667,1264.915961662894
2665.8287313789897,1783.3324308221083
2850.2684262606926,4410.3536999801945
2912.0953153926444,4268.89537505644
2959.032756664043,4164.556258006543
3222.095295511203,4349.549710777691
3272.6118185048517,4329.272178335939
3468.373576924661,3518.4389075567315
3939.607698409248,3299.2071557988775
4069.5190249302923,3502.9572294895884
4581.35116623365,4779.752178523359
5182.075546560469,4283.516838166889
4.6875697867651525,406.1433134429931
52.84143023080878,273.9323693827514
58.51415868273739,267.29766222659214
90.92473564108877,266.6239056217926
93.32248752239252,694.1331384579853
160.70514257908712,185.4139545459998
189.7354749717183,585.5606208439671
205.50215038930514,317.0622105667014
230.06447897056137,507.3001327956306
233.12892241870895,644.4397597328339
238.4156710896682,859.2554343438463
243.43340394070083,459.6623996189653
263.6797805694664,846.9920371907904
275.1188080686154,930.9908468361552
293.3183232653482,642.8032778509131
300.8624679246743,336.75554262868854
309.83356487912283,686.9181875320778
357.8821587619275,241.04406394625062
402.0475643370005,1717.7770615740794
471.9800231338834,638.1379905586451
477.40712769777997,311.3952758615717
482.43655794861616,693.0494355949273
535.0935115357329,478.32478572015543
549.4566251562359,503.4600769124768
582.2999671932023,550.1013137202691
586.9902029607149,543.8119827853941
653.7295583824605,788.5633029605872
720.270076647676,998.3108179131937
739.9433323048894,534.7328053402364
758.1896327992679,614.1675968478129
766.6460914796136,1663.2348757027037
779.9565351861597,504.84779252534145
846.6958906079054,812.6155560495943
867.971545218733,838.1511569399369
914.2773828211302,437.3466498444095
943.0270034278872,1276.3619983531776
948.723125245567,928.5802347947874
981.1804875015639,1446.8204393615392
1002.4210542145495,959.4764793523415
1066.3065007444816,1269.765300336724
1095.3485305369163,1292.6520240312773
1221.1661341938955,758.3217679749608
1224.312452271387,1166.2030242645146
1229.6810741378342,1602.91160012013
1230.3594631044814,1241.9842891534358
1250.769588991935,546.6722511927617
1326.0004924257248,780.3823352598129
1369.3003678435675,2223.0751485858164
1404.1905713125668,885.1515658013105
1512.7911524572291,794.7219929674603
1534.1369857314535,2403.84711988351
1567.2961288859924,1274.6798619077376
1572.524396293359,1476.5245172559282
1739.255822320537,919.6810640302599
1802.4160960200322,1394.988102903807
1833.2944512543097,1316.3782304308463
1911.6014941021942,713.8230395714683
1930.2688637092406,1715.2618089770567
2081.1751330552383,1124.3188832307007
2098.216710342919,2187.97965101052
2120.767266823841,1340.160440511708
2179.2840900534698,1997.5607621999882
2204.232398415695,2808.5052843588746
2241.3799964392047,1267.460611802765
2250.22243490052,1059.8936486891914
2308.3298864172843,2683.2322478818774
2357.6533821701832,1126.6965439828514
2497.1908012465724,3714.8614087435744
2550.467661102887,1732.2254067724919
2836.326380319001,2900.1894931530815
2947.874440950768,2390.242383285376
2960.167301207344,1513.609616022544
3508.761062187097,3643.456600366596
3626.0520299341897,3983.551299514118
3733.0619080911856,2292.9189028864575
3887.5121698277353,2459.34903431209
3969.9831113353703,3343.442947970587
4329.177925845981,3040.6504105724944
5035.017376190505,3829.9578822314606
